file_name,target
48b06c14-2b21-406f-9a7a-eafbdfae5bb6.wav,eight
317582ff-b56a-4233-8ef9-4a2425974068.wav,three
ebe2bcde-f6e2-496f-9625-4c0e4986773f.wav,five
4747b07c-962d-4e0f-b4bf-73ba6a6bb4c7.wav,no
2d4b2fc7-1eb4-40fe-8c74-7251a179d755.wav,no
f68f3bba-c440-4bb4-8393-546abcc128e4.wav,off
d69fd059-d8b4-49af-84f9-d8901823ad34.wav,down
39a9718c-b06b-4284-8ffa-245691252f48.wav,go
85901ca2-e2dc-432b-99ca-7aaf41d0a440.wav,happy
1860cd95-7eb7-425f-9b8e-ca05a5977486.wav,zero
2265b054-295a-4bfe-972e-5c51be6cc5b0.wav,bird
50138feb-6be2-4ed4-8ef7-b86d5c75a55d.wav,dog
d02b1af9-5264-4648-9b7c-77cb5c4ceea7.wav,five
004db38d-168d-42c4-94f8-0eaa17dd528d.wav,two
161ae05e-2daf-4e02-9aee-20ea586beb15.wav,go
06787916-01ff-4a80-a78b-33a30bb748bb.wav,on
45f92756-6df1-44ef-b936-fa5c8f714fd7.wav,five
24892e16-5197-4ec3-afab-2b6695a20f47.wav,yes
6953012c-374b-40b5-9722-54876e3361fb.wav,two
4137fd47-acea-477b-81bd-2e48f032efc1.wav,four
fb776e96-343f-493c-87f1-215a0c7706a2.wav,seven
44dd6669-9e50-47cd-b7d2-6a53e0a94b44.wav,visual
92d73a06-4561-4848-9001-a301343b437e.wav,off
4182b6e0-a0f3-4146-aba6-2e8ec8356013.wav,zero
cef5b0ac-c402-4ef3-9176-5e50425b7be1.wav,one
ab4e268d-a11a-4647-97e6-ec5790e2db67.wav,zero
21a6aaa0-134a-4af3-8926-ee462185d91c.wav,three
37409ae2-7c06-462a-87ed-19d45aeb9d40.wav,house
2f4ddc61-1f83-4d00-b33f-9c359dbcef89.wav,stop
33275bb3-9525-4cc7-82d6-ba797662f214.wav,three
5176b0ca-e7bc-4a83-83e9-87345d2cfad5.wav,right
647f7720-e27d-49a8-b1f7-6dc8a6f21330.wav,tree
9adaa07d-a327-4697-a28f-c212d5c49763.wav,zero
bc4d4d12-ca39-4eea-a485-dcd87ca87710.wav,two
90811c13-4581-4260-ab5a-24d88a07c51c.wav,eight
21825e60-b0a1-4d7b-9342-29d2343b00a3.wav,bird
0533a918-e190-4567-aa86-7cdfd041a84e.wav,three
ad7cfdc3-4a35-4ae8-ba8d-837c6c26c611.wav,right
83f3dedb-fd90-425a-b3e9-876dcb3a8be4.wav,cat
f9f85131-ab2a-4a57-b93b-424b929a6198.wav,zero
e6a7113a-f052-44fc-92bb-0c5e76d25793.wav,up
4be0f67d-0589-4822-98bf-ea5a3bc63d70.wav,up
7b298835-bc03-43e2-b437-d8461e457fe1.wav,bird
6ebbe5d0-2372-4020-a56b-1f7946dd2813.wav,on
0541b4ed-a882-4449-b099-7d6459e12e92.wav,off
4c22347b-78c4-4ade-bc9e-b5e84f926229.wav,left
51ddc4fc-8359-4161-9c16-8256cc256497.wav,bird
291a606c-fa4d-431b-bf77-e63bd849667b.wav,down
05ddf5a1-6809-4a6f-afaa-a095da4c5da2.wav,tree
ab9987f2-238d-4977-ad05-715d44e1891f.wav,up
68b92422-20d2-42df-9625-e93825d290be.wav,on
c446b78f-153b-4a53-9c71-55947dc29a09.wav,four
f6d45f7e-057b-4a3a-83cb-fb7b65f11a70.wav,on
8a515697-4875-4fc8-adea-967193ac7cc7.wav,up
933edef0-25b1-4ac2-8da1-b019003ef9fd.wav,six
2547255c-3f9c-4342-b4a1-37410dc27fc9.wav,nine
b8bae9ce-8b4f-4909-8ea3-e802ea99b417.wav,five
697ef934-c0cf-4f98-9e6b-8f2ea8f6031a.wav,left
eb5e4449-a4ab-471a-ae79-e594f89be20f.wav,marvin
b00472a3-3e2b-48e2-996f-d17d6caa8c9e.wav,tree
58a7b6d2-751a-4c8f-96a4-93894aeed693.wav,zero
3eb4ff74-fd76-46a8-bc73-0073b1d0af2e.wav,visual
eee416ef-0bc3-46f1-abde-f19a5922d70a.wav,two
a667ce77-ce50-451a-9d42-f78ebd71653e.wav,three
21bb5d97-dd62-4deb-97e3-07119f6c34e5.wav,on
3cbb1674-ccb4-4393-af87-4d0d63b840aa.wav,learn
35809ba6-a069-4b0c-bc95-55cf2e618260.wav,yes
1ad87867-74fd-4c4e-9339-59ee5ea9f621.wav,bed
d52af2d2-f783-4bc1-b735-6719f96a4e70.wav,go
2405f1ce-2978-46d2-a3f9-272bff495f3b.wav,sheila
953b771f-ecea-419e-929e-d3683bd3fb35.wav,cat
49c0e8e6-127f-4f1e-8fe9-958441345f12.wav,wow
f612cc8b-da54-4478-8ce7-5c28f4d76cfa.wav,three
b6e31e86-3637-48fb-9e44-c32ae70e3193.wav,on
c87a602f-2540-47cb-97ff-3ab9b1e24549.wav,four
b690c0f9-8c46-4d83-aa15-8fe65784e89a.wav,left
36eb9b13-6f1a-45ad-bd97-10be000d1be0.wav,cat
dc1aa9c3-c723-4d69-8cff-9aee86a8ce3a.wav,four
58e43147-17e3-44f3-b61d-fbb4caaebb3a.wav,right
86f2946f-0b7a-4723-b7fc-f964f7bf5cf0.wav,off
af8b871b-b290-484b-84d6-edca727ed8f7.wav,wow
ac8ed4f5-48a5-4b8b-9731-220c3bd123cd.wav,on
1b26585b-2dcc-4f77-8995-5e07201aebea.wav,four
14f535aa-3a33-4eb6-adfa-a11fb8ebbf6e.wav,five
ac80f994-7fee-4e48-a3f8-7f063ddc8d0d.wav,bed
595c4e40-b7fe-4874-8213-604d7876fc03.wav,dog
dec2584c-e529-46f9-822f-66251cca9898.wav,go
f8439595-a81c-4318-9322-79a9eb0d6aa1.wav,visual
31214b34-a4b3-4fd9-9763-d0ccfd489a1c.wav,bird
1f78c5dc-f8c4-43bd-adbe-62dc1c2bf9c5.wav,down
f78eff68-42c1-4685-89f8-b0ab3676a952.wav,stop
5efaf07c-ad7c-4ca0-85ba-9569ad6be216.wav,no
4073e256-45b5-42fe-b28d-92d39d68acf6.wav,up
3c74b50b-0b6d-476d-9043-e8e94acf14c5.wav,left
e839fffb-f5d0-45d5-aa07-94bfb0efd446.wav,stop
0bdbf834-f058-43ca-9e9f-754793843f89.wav,stop
e24aea4f-37a9-4f51-8f72-94da06bccd26.wav,five
2a90b1f4-601d-40d8-a4f3-7bf57dd52903.wav,on
9cff2cc6-631c-411f-88a9-b95753f1f830.wav,six
bb9cf022-f633-4257-a6a2-5d2782221c71.wav,no
b75a9da0-84f0-4362-ae81-4f79c9c9695b.wav,up
1bc505fa-c963-4b01-ba5f-e492af7b4707.wav,two
a9e36e86-6ff5-4dae-acea-bc22d1933e1a.wav,seven
69d80670-7438-4da8-b52d-f3864d50eff9.wav,tree
5dcde13e-eda8-46b2-94cf-67d6da4069da.wav,eight
ba629c63-aa70-4f1a-8af3-4ae66b8f7f72.wav,yes
7efab06f-5039-4311-8d2d-74f43b45294a.wav,tree
53c3dc09-b78c-42c4-a64e-0687c6135eb7.wav,dog
0b304384-1718-4354-af21-4cce6b4366a5.wav,bird
2a3b6493-de2d-4757-af96-005901d51b89.wav,down
24eafa6c-e2f2-4fb2-a008-41020d170276.wav,no
2dbf4227-cc1d-483d-8608-22bb253b359b.wav,dog
3dc217d6-bfec-4452-acb0-faccf69fc808.wav,six
33a2dfb2-3d50-4961-8169-62f664abd0bc.wav,tree
91b9173f-1489-4b1d-972a-26a5f0a341e2.wav,on
ca315ca1-e00c-4a4c-98e0-d5d20fa1921f.wav,no
3ff9b134-a509-4f19-8c12-c405e6c50252.wav,eight
2926b719-00f6-4d0f-86d2-f540a279867c.wav,left
5a187b39-ddbc-4165-8d27-b6d7efd93ea2.wav,on
a3d9b5c0-0144-419d-a777-12ae5e39f669.wav,sheila
79324e57-66df-426f-bd5b-9815b79db42d.wav,four
7345ef51-4b59-4842-8eb5-6812ebb89b16.wav,seven
91fb26c7-e6cc-49f1-a6d9-06bdbd258f5a.wav,one
e3798517-3cbc-4d06-9da8-15976fcf158d.wav,no
66e5e13d-b6ac-4b13-ac4b-5f8b32222d31.wav,left
ae6e98c6-48bb-4eb0-a84b-3395568e8ef3.wav,backward
a4fe0f5d-ab09-4986-811a-482582896e17.wav,wow
9667ee13-71a2-4e0b-b7b0-a4cfb9d69811.wav,five
31b701ad-781e-44db-b1a3-88e46a36c0b3.wav,cat
3ab32fce-f18c-45b9-81ec-c8bbf57345e8.wav,six
ad377219-b4b7-4a5e-8ce5-bf39ed2b2f91.wav,up
1101c24e-009e-404d-9b6d-fc3006924bb3.wav,sheila
46a2a927-0516-47f8-bb85-4c82d1bf7406.wav,down
c1276830-fe1e-413a-b660-df7edb8a5dd5.wav,three
7cfcaa4d-4e8d-474d-b0c7-21b305425a8f.wav,on
5266f1e9-c2ca-4873-8aa8-5358ce216710.wav,nine
755a1944-7c4d-4812-adb0-ae59623c39ad.wav,zero
6743b75a-e8bc-4344-b0d0-f80cf7bfd9cd.wav,wow
02a71cd9-d2fd-490a-a545-dfba164e4951.wav,off
88ecdb65-5056-4c8d-8f1b-dae63bf1521e.wav,bird
dd7615c5-9797-4c4f-995a-e186758e197f.wav,no
9f90cc3e-2a59-44e8-9e1a-951c79b9ed75.wav,six
2be9ed05-707c-4878-9985-69376f627e4d.wav,five
1ad1ec5f-2801-40b0-a15c-97b2036d4c3a.wav,dog
8f622379-0066-4908-a784-0369af03fc50.wav,bed
a51a16c7-da27-4fc6-91b9-de05bc61a4f6.wav,three
08189aaf-5124-45f5-85f2-29f1f323eb4b.wav,on
8033976b-91d4-475b-ac47-cbdcc4c76da9.wav,wow
a742282c-67d5-4c31-b7e7-ed67fc06d2a4.wav,marvin
4dcb35d9-b58a-4b66-9dad-cb1e0831b11e.wav,cat
92570942-4f2e-46c9-b766-a3213704a916.wav,yes
cd915684-553c-4b93-95cc-f63cc989b1dd.wav,up
18038287-83cf-4941-8ee3-05f5d762e586.wav,three
3f05e74f-d40a-4e03-a26b-33426234293f.wav,zero
18f1571e-b152-4837-bec6-f27048cb5643.wav,stop
a4c398e3-b911-4784-97fa-fefd0a6ffbea.wav,one
e418fe73-4993-4e94-bd84-924a79ab08a5.wav,zero
597c1777-0668-40fe-9771-44ae347d2086.wav,left
6b50fcee-d1bd-4eed-b8e8-85ef0507ddb7.wav,three
720e45bd-8b8a-4127-b10b-270f12e3839e.wav,up
2d0badee-5af2-49c4-8319-22bc00ae564f.wav,no
023c8c9f-5c16-4b4c-9b8d-147f475f6586.wav,off
c8a69ae7-3657-43d9-bd9e-52987d156460.wav,wow
f05fb1af-cd4f-4700-b8df-32fde04a38cb.wav,wow
8b3d7cd9-e692-4ca2-a2bd-84916cbf9b61.wav,six
4d232a70-c252-40e8-8524-f47b935daac0.wav,bird
13437f8b-30fc-4315-911b-a96b16e78d39.wav,yes
32f8a8fb-edea-4b4d-a414-880e261dc3c8.wav,four
306f5c86-a079-414a-a2c4-8ba201e3154b.wav,four
be8404b6-bc32-429f-bf76-a86817244cb7.wav,yes
ed689c05-c9b2-4340-94a5-53bc91c66f36.wav,four
207d0a80-060b-4bac-b957-d1c98cf86f1e.wav,three
ede3f5a8-331a-48ca-9173-2ccaa75a038b.wav,three
ccf23e16-a56e-4014-923a-997ba80650ec.wav,cat
bbcd9b16-e557-4c32-9d95-41cc52ab50af.wav,off
845e6ec0-ce7d-487b-937e-53b8d6f8a18a.wav,eight
560f554b-6425-4ceb-b882-9fc6cf233f7e.wav,bird
403c839e-bab7-4328-8c54-2fe96e1fffdd.wav,dog
9e6b28be-7124-492c-9f06-109839142bbf.wav,off
767ce9fe-aea8-4add-96e8-969be68cb3a2.wav,marvin
03f8699d-f68c-48fe-a733-b14a5524cfd5.wav,two
8dbcaa6d-2f55-4c0a-935b-f7b714496950.wav,zero
be5d11ee-aa39-4251-8119-e8a773dbe82a.wav,zero
eb64c6fc-3ce4-450a-911c-78b5a4269223.wav,down
831a60c4-444b-4bf7-9166-6af4e25efb38.wav,forward
39c8cb4f-3365-4612-97ef-b190c545a9c4.wav,house
78645ede-a956-428d-aeb1-2b0dac53eeda.wav,one
123a5fa6-2019-493f-a07e-08c54de66dfa.wav,bed
ea6dbd7f-1145-4d88-b7e8-21e795f4ba96.wav,four
68d5a3f8-7da1-448f-9c36-efb89cacb4ee.wav,eight
6f1c5ab4-18be-40b5-9a3e-a58566404623.wav,nine
f1dfb11c-5eac-4ecc-9643-4d2a6c9777b2.wav,left
d5a411d9-bdf2-41a8-bbb0-a02b11c58a4c.wav,tree
3c1b5d77-7259-42c3-b0a2-6336cbc99d34.wav,wow
d945c0c9-5c4f-4ecc-acb3-79cf1af5b813.wav,zero
d1566b5d-e0eb-47d9-b473-43256f1b9af6.wav,backward
36530a83-1608-4cdb-8f70-d659ab066895.wav,four
91a70bea-a037-4835-b7dc-88fa03c0480d.wav,right
d57d6540-b235-4fbb-9363-c3ef9dab4407.wav,bed
c34b1053-937b-451d-b54a-937fab05d01d.wav,up
99c7b91d-74a5-41ca-bc24-8bfa61f14428.wav,learn
4daf3b5b-b155-4aef-84bb-f6b9b7be6110.wav,bird
31324e88-5dc8-4649-bb2e-2d5a68f7fd43.wav,seven
a0752d1a-f372-4424-b64b-9724fa1cefee.wav,two
4c75d3e8-6fac-42b7-850e-11913a770302.wav,wow
5467669b-035b-4a5c-b394-ee712308454a.wav,marvin
3599f533-651b-402f-bc5c-78e11ecf4dbc.wav,three
ced02688-d76f-41c5-9efd-54a53626cf76.wav,on
9e94fab5-8cb0-4326-b04c-e38b02acd586.wav,up
4bbce42a-f015-46c4-a5b3-d7a89eb8d124.wav,four
ba09831e-6d00-486e-9a0d-f8e659bfb81d.wav,left
28bf96b3-a386-405b-98d8-5f203ddedf88.wav,cat
9ed64b83-cf91-4d7a-a85e-4707e7982f62.wav,off
23b6455d-bb61-450f-bf87-64ef98211953.wav,no
133ac5b9-708c-4fee-96fb-7c2b34437d32.wav,yes
d052f9f6-16d8-46e0-bdcb-3439ca2174fa.wav,dog
5c924630-bdb5-438b-9df2-2d508bfcf8db.wav,nine
0c19e2e8-3c6a-47b9-a998-e1e662daf20d.wav,four
e3ee3afc-5db7-4a75-904d-bafe7b1f7343.wav,right
afe3002c-ebed-410d-9633-dda19e4b2ad4.wav,no
c2dacd6a-42b2-47c1-8ab4-7cb4ee1ce680.wav,three
0c5b5512-8ac6-4f4b-b0b4-68649bca24ce.wav,six
37d042ea-9c3c-4448-b475-6c5b8d269603.wav,seven
ec82bd50-0192-4097-a5dd-9a3b5f149efd.wav,right
a8a2c6de-a9ed-4345-b76a-a8a484a5d928.wav,yes
8ddfb3f1-c36a-4202-8cbe-9ca9a0433a9d.wav,five
4d1be6ce-9a00-4bde-a053-3b3a3fb0f051.wav,six
41d332e3-4f75-4089-ae55-609170b1f4e0.wav,right
e29d1f48-2b70-42a8-bbde-b7402b0d8402.wav,left
418201aa-16eb-4119-ac3a-4e0fa711e912.wav,three
aba206c6-027c-46d0-adc8-f44211271bf7.wav,right
40ef1395-7778-4b61-849d-6e7b67a2cbcf.wav,two
10c0e54d-07fd-4eb6-ad22-0053262c0c3c.wav,tree
f055143f-fe07-48b3-a80d-f27899fab58c.wav,sheila
9d3f79ef-ca18-4c95-b6d5-179bb482cfff.wav,bed
a2a64017-a4b9-4d60-8117-5e4408b6015f.wav,happy
b755905e-f524-49c0-98f6-ee1b07018e94.wav,off
736df74e-656b-4c47-a8e8-0242fe2f6839.wav,forward
6db31f83-3d66-4e1b-a0e7-8985186e39d9.wav,two
6ec177d0-d28d-4c80-89a1-548cee045bd9.wav,no
1f23de27-374a-4e1a-adcb-cfbbbd59457b.wav,wow
d9beaabb-c0c7-4c2f-99a1-2ffa09b7a6b9.wav,nine
31676fae-d8d3-42ef-9a50-8886070b67d7.wav,on
ae922222-120a-40fe-9ded-863c6fb7b982.wav,up
4424d739-6dd3-4f02-9216-f2200517d909.wav,learn
59c0cbf3-8c52-4efc-809f-2acca2970239.wav,right
6788459d-a56d-4303-92f3-04636915fd63.wav,marvin
d38ca24d-4515-454d-870d-095c3b956f68.wav,left
4d700364-a1d6-4f70-a44c-f2792380a800.wav,stop
eaa4848e-a0d0-4503-80f7-cb58b952e694.wav,on
25169ea0-61f3-4968-b95b-1d4f6fae90c2.wav,five
e6d33919-b746-4880-a805-0153d2f62ddb.wav,one
ae86923f-c6d7-4adb-a934-3d677569cae1.wav,up
20b1272b-06c0-4cf9-9f68-1b209c5ac157.wav,seven
d9d58a64-db61-46cc-8e48-521a80118e95.wav,right
6b8db777-829f-46e8-9f07-5f07fbf87c3c.wav,bed
14f5c484-1339-4754-9873-42e08d8ad036.wav,eight
fd60f684-64b6-40d4-9967-cbd6dfc6a82f.wav,go
084ed797-25e7-44ef-8d9a-9b05f2b4f0ea.wav,five
cc084a95-9ede-4d42-86c5-c72b1eb94492.wav,left
06ec5dc5-234e-49a6-aed2-9bccdf1900ad.wav,on
ef8fdb8d-5dbc-46c3-b771-f8db5ddd6bb6.wav,right
c0aa9ccd-e0b1-45d7-a00b-b695bc9e6ff9.wav,bird
175b0ab3-d613-41eb-99fc-c0aea00375e4.wav,backward
03136f18-cc8e-4a2c-ac90-d7d2a7916a2b.wav,zero
7533df98-f22e-46cc-ad28-3de3b0f7d738.wav,five
d77b2712-1ff2-4fd6-9953-6b73dd0776f9.wav,nine
ed5d32a4-9903-4bdf-b08b-534a3ea91d0c.wav,right
0fed8563-fd99-41af-b692-22dfa6b1ab82.wav,no
e0e9bb98-1fde-4deb-9095-b381ab8cc539.wav,eight
b4f96ff7-1e8e-4ca0-832c-a3fb8473b1dd.wav,five
7e8052cd-e41f-4fdf-b1ed-d3f455c4bd9b.wav,forward
677ea737-bf6c-42d0-ade5-0f93558cdac1.wav,six
b3b96609-ec8f-4ed4-9b6e-cc7f0e2d36bb.wav,tree
6f2be14b-f3b1-4aea-99af-58d430234330.wav,sheila
8148854d-41b6-4171-ac45-83e9d7fbece9.wav,on
61582755-d6f9-4946-8e91-13bc503fe371.wav,left
d167ab7c-ba76-498a-b37e-8a552a061815.wav,off
b4e5ddd2-53df-4e76-b62b-a1f0fb4af2c1.wav,off
44c1777a-3b3e-4b29-91a7-053c396f3c9e.wav,left
533ebce1-1f16-4770-8c09-34ae087ad72b.wav,forward
10dcdc21-86a7-4c5f-b58f-a13478af3dbb.wav,yes
6591517c-40d4-4cd6-ada6-13bb4633c81b.wav,tree
a9c0aa4e-6973-452c-905f-551e543a2fc5.wav,eight
4c176903-79a5-4baf-a27d-af71b6d089fe.wav,off
610837c7-51f8-452d-90e6-da51708ac9c9.wav,right
cfa866d1-a67f-439c-87bf-44db9194f8df.wav,seven
3c5f4f55-fa54-487b-b1ad-45a300e7abf4.wav,go
04229ed0-7ad6-4858-93d3-1a545fc909ee.wav,seven
7def1180-e3c9-4a89-83be-247bbae283d1.wav,house
2cca5bc3-7dbe-471f-82e6-0d0229fabe04.wav,cat
2de8633c-843d-44c8-b1fb-65a1cc7c4c2f.wav,right
78edfc49-7b7f-4851-a46e-6a3f52ac178f.wav,two
e512e744-a9df-40b8-91a7-f266059b33f4.wav,three
904026c2-5d47-407e-afc9-c4a3d37a6d67.wav,left
bb0af911-b0e5-46b1-bd16-36509ea30b3a.wav,nine
4f22d852-2b8a-4ab7-991e-f4e8995c7e3e.wav,left
03dea28e-b01f-4b8e-9cc5-9f1e752fcff1.wav,bed
73b4bd28-e7a2-45e0-84d1-b0383ae58a60.wav,one
02297f64-0437-4b41-a671-6b1a806ddc50.wav,go
048ea486-91ed-47b4-bc84-d50ab39c20d9.wav,down
be39cf90-cae6-45d9-9658-0785005a0d92.wav,off
ac65c6b0-2445-4ba6-81e6-4c160ca5d6ba.wav,stop
32122c67-d207-4573-b381-2935680cb41b.wav,tree
9777fa5a-0fb5-4cca-a488-1a99a02c20e6.wav,down
604ed214-a3b9-4116-ab7c-d99ef0f0675e.wav,on
23d2c5c6-47f3-4796-af46-d18c3fa62e89.wav,one
c4bc2d9c-2697-4559-b610-190f00313615.wav,off
9108bd76-09b3-4199-83da-bb36fd62b9d5.wav,up
cf82eabe-73aa-463a-840f-4c23fe942b87.wav,marvin
4abd8ea7-9864-4c46-bd9a-2dee83c1a3a1.wav,three
5b3f37a3-3c90-485b-8731-c638ce601dfc.wav,no
d9b79ca8-07be-4681-96e9-f6d11d71b13a.wav,forward
aed9d6aa-e9be-4bc0-af1b-8c68d9f24436.wav,yes
81761c72-29f6-494c-89e5-c69d01e99090.wav,right
56bc1140-7c46-459c-a57a-eabd751948b4.wav,nine
2ee2e0df-df01-40b7-9a7a-d6acfb726a58.wav,six
317d8fe7-0cfd-4ccd-bcde-178f8b322334.wav,right
83bb74b2-fb04-44b3-a2b2-31b096ce0aee.wav,house
b32c9ed1-fd9a-4bc0-ac83-becc48589e5f.wav,go
cf8985c6-4bea-4754-b4f2-25f4fe6b9313.wav,follow
2e898563-96e9-4d44-af5d-e065d47f0c6a.wav,marvin
d80ebd23-9e48-4369-b928-f6f15834f9bc.wav,marvin
cfa7a476-1c25-4e38-a062-16dd162fdc30.wav,nine
ae90bc49-fa3c-43c0-88aa-98928fc5c378.wav,eight
6660806e-2abc-40c7-85dc-b40ff90f3acb.wav,five
46a60c14-b8df-4580-9000-1245d9a81dd3.wav,bed
e94cb7fc-05c7-4baf-ade6-1e94c1e5926e.wav,three
7a4cc718-0ad8-4f85-bb50-9b5060ad6eb2.wav,right
4e1e4eee-f576-466f-b879-13b9b02ddb3c.wav,right
2237eef8-d965-453e-ace2-e3f6754146f7.wav,left
586f032e-7a7a-4343-99c8-f52ae19979dc.wav,three
73747bf6-fa76-49f1-b9ea-43c10faa4f4c.wav,four
ba43dd32-fe1a-4659-91f7-672a2f60db61.wav,dog
edef32dd-4d1c-4cc8-be51-320cb3d3ac76.wav,nine
fd184d35-cfbb-40a0-8c90-0bd38bc7dc8a.wav,right
8dbb3285-2a71-41f7-8822-438048f08ab2.wav,off
c03977c3-bb4c-4810-9ce2-0de303f47f75.wav,happy
d42216ca-d692-4636-b821-619cf6d5d10e.wav,on
97bfdf84-20b1-4ff2-8b01-700bca345fec.wav,on
b900e530-52f0-4489-9727-6b1a7c7fee8c.wav,up
6aa00ae4-4199-4c39-a9c8-02f4bf4130db.wav,up
11628547-6dde-412f-87f7-3a9ed689a522.wav,house
976be7aa-2039-49b1-bf86-45dc51e79ce4.wav,left
465f95ab-d060-4552-acf7-f72a31d3eb13.wav,four
b0f9de1f-cb30-40d5-8a3a-2891a3bdd7ce.wav,seven
15f179fe-b686-48f5-be33-04a3093d1922.wav,sheila
a6464e8b-81be-4109-8eb6-3f8aa36dc0e0.wav,right
2ac8d57e-1d6d-402b-9c6f-b25e36ecdc52.wav,forward
9cee509c-b396-46ce-81b9-4e84ab1528f6.wav,left
a6d92a54-1503-4626-bd78-92eed96acc4e.wav,house
5b02176b-426e-4cb7-bc0c-ecdfb1cdc0f1.wav,four
ebad95ef-9634-44df-a5f5-716b16dfef5b.wav,on
